YEAR,LocationAbbr,TopicDesc,MeasureDesc,Response,Resposta,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Education,GeoLocation,StratificationID1,StratificationID4,SubMeasureID,DisplayOrder
2000,TX,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,75.3,3.7,68.0,82.6,231,Female,High School,"(31.827240407, -99.426770206)",3GEN,2EDU,YTS06,6
2001,NH,Smokeless Tobacco Use (Youth),User Status,Frequent,1.3,0.4,0.4,2.1,704,Male,High School,"(43.655950113, -71.50036092)",2GEN,2EDU,YTS12,12
2000,KS,Smokeless Tobacco Use (Youth),User Status,Current,2.7,0.6,1.5,4.0,1583,Overall,Middle School,"(38.3477403, -98.200781227)",1GEN,1EDU,YTS10,10
1999,OK,Smokeless Tobacco Use (Youth),User Status,Current,11.3,1.3,8.7,13.9,1029,Male,Middle School,"(35.472031356, -97.521070214)",2GEN,1EDU,YTS10,10
2000,WV,Cigarette Use (Youth),Smoking Status,Ever,73.8,2.6,68.7,78.8,735,Male,High School,"(38.665510202, -80.712640135)",2GEN,2EDU,YTS08,8
2002,WI,Cigarette Use (Youth),Smoking Status,Current,25.4,2.5,20.5,30.3,697,Female,High School,"(44.393191174, -89.816370742)",3GEN,2EDU,YTS07,7
2002,FL,Smokeless Tobacco Use (Youth),User Status,Current,9.7,0.9,7.9,11.5,7100,Male,Middle School,"(28.932040377, -81.928960539)",2GEN,1EDU,YTS10,10
2000,TX,Smokeless Tobacco Use (Youth),User Status,Frequent,0.1,0.1,0.0,0.2,1096,Female,High School,"(31.827240407, -99.426770206)",3GEN,2EDU,YTS12,12
2000,HI,Smokeless Tobacco Use (Youth),User Status,Frequent,0.8,0.3,0.2,1.4,1481,Overall,High School,"(21.304850435, -157.857749403)",1GEN,2EDU,YTS12,12
2010,WI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Male,Middle School,"(44.393191174, -89.816370742)",2GEN,1EDU,YTS05,5
2011,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,38.1,2.5,33.2,43.0,234,Overall,High School,"(35.472031356, -97.521070214)",1GEN,2EDU,YTS01,1
2007,AR,Cigarette Use (Youth),Smoking Status,Current,10.2,1.7,6.8,13.6,948,Female,Middle School,"(34.748650124, -92.274490743)",3GEN,1EDU,YTS07,7
2013,SC,Cigarette Use (Youth),Smoking Status,Frequent,4.8,0.8,3.3,6.3,724,Male,High School,"(33.998821303, -81.045371207)",2GEN,2EDU,YTS09,9
2009,CT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,43.9,5.5,33.1,54.7,119,Female,High School,"(41.56266102, -72.649840952)",3GEN,2EDU,YTS03,3
2013,OH,Smokeless Tobacco Use (Youth),User Status,Frequent,0.6,0.3,0.0,1.2,428,Male,Middle School,"(40.060210141, -82.404260056)",2GEN,1EDU,YTS12,12
2010,DE,Smokeless Tobacco Use (Youth),User Status,Ever,6.0,0.9,4.2,7.8,975,Female,High School,"(39.008830667, -75.577741168)",3GEN,2EDU,YTS11,11
2012,NJ,Smokeless Tobacco Use (Youth),User Status,Ever,4.6,0.8,3.1,6.1,942,Female,High School,"(40.130570048, -74.273691288)",3GEN,2EDU,YTS11,11
2009,VA,Cigarette Use (Youth),Smoking Status,Current,3.8,0.8,2.2,5.4,979,Male,Middle School,"(37.542680674, -78.457890463)",2GEN,1EDU,YTS07,7
2010,KY,Cigarette Use (Youth),Smoking Status,Ever,24.5,1.4,21.8,27.2,2017,Female,Middle School,"(37.645970271, -84.774971048)",3GEN,1EDU,YTS08,8
2011,MO,Smokeless Tobacco Use (Youth),User Status,Ever,11.0,1.9,7.3,14.7,695,Female,High School,"(38.635790776, -92.566300053)",3GEN,2EDU,YTS11,11
2000,CA,Cigarette Use (Youth),Smoking Status,Current,6.7,0.9,5.0,8.4,2797,Overall,Middle School,"(37.638640123, -120.999999538)",1GEN,1EDU,YTS07,7
2015,WV,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Female,Middle School,"(38.665510202, -80.712640135)",3GEN,1EDU,YTS06,6
2000,KY,Smokeless Tobacco Use (Youth),User Status,Frequent,3.1,0.9,1.3,4.8,1248,Overall,Middle School,"(37.645970271, -84.774971048)",1GEN,1EDU,YTS12,12
2000,OH,Smokeless Tobacco Use (Youth),User Status,Ever,9.9,1.1,7.7,12.0,614,Female,High School,"(40.060210141, -82.404260056)",3GEN,2EDU,YTS11,11
2009,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,56.5,5.3,46.1,66.9,145,Female,High School,"(32.745510099, -89.538030825)",3GEN,2EDU,YTS06,6
2000,WI,Cigarette Use (Youth),Smoking Status,Frequent,19.8,2.0,16.0,23.7,613,Male,High School,"(44.393191174, -89.816370742)",2GEN,2EDU,YTS09,9
2013,ND,Cigarette Use (Youth),Smoking Status,Ever,37.5,2.2,33.1,41.9,945,Male,High School,"(47.475319779, -100.118421049)",2GEN,2EDU,YTS08,8
2003,RI,Smokeless Tobacco Use (Youth),User Status,Frequent,0.8,0.1,0.5,1.0,2085,Overall,High School,"(41.708280193, -71.522470314)",1GEN,2EDU,YTS12,12
2003,WI,Smokeless Tobacco Use (Youth),User Status,Ever,5.7,0.8,4.1,7.4,893,Female,Middle School,"(44.393191174, -89.816370742)",3GEN,1EDU,YTS11,11
2000,WV,Cigarette Use (Youth),Smoking Status,Current,38.5,1.7,35.1,41.9,1559,Overall,High School,"(38.665510202, -80.712640135)",1GEN,2EDU,YTS07,7
2003,CA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,41.0,6.2,28.9,53.2,187,Female,Middle School,"(37.638640123, -120.999999538)",3GEN,1EDU,YTS03,3
2013,LA,Smokeless Tobacco Use (Youth),User Status,Ever,6.8,1.2,4.4,9.2,1001,Female,Middle School,"(31.312660644, -92.445680071)",3GEN,1EDU,YTS11,11
2001,PA,Cigarette Use (Youth),Smoking Status,Current,28.3,1.4,25.6,31.1,4171,Female,High School,"(40.793730152, -77.860700294)",3GEN,2EDU,YTS07,7
2005,WV,Cigarette Use (Youth),Smoking Status,Frequent,14.8,1.6,11.7,17.9,1234,Overall,High School,"(38.665510202, -80.712640135)",1GEN,2EDU,YTS09,9
2005,IL,Smokeless Tobacco Use (Youth),User Status,Ever,10.0,1.6,6.9,13.1,1396,Overall,Middle School,"(40.485010283, -88.997710178)",1GEN,1EDU,YTS11,11
2000,WV,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,53.5,4.3,45.0,61.9,214,Male,High School,"(38.665510202, -80.712640135)",2GEN,2EDU,YTS02,2
1999,KS,Cigarette Use (Youth),Smoking Status,Ever,42.8,4.4,34.2,51.4,551,Male,Middle School,"(38.3477403, -98.200781227)",2GEN,1EDU,YTS08,8
2000,CO,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Male,Middle School,"(38.843840757, -106.133610921)",2GEN,1EDU,YTS02,2
2005,HI,Cigarette Use (Youth),Smoking Status,Current,14.2,1.7,11.0,17.5,777,Female,High School,"(21.304850435, -157.857749403)",3GEN,2EDU,YTS07,7
2009,IA,Cigarette Use (Youth),Smoking Status,Ever,11.8,1.6,8.6,15.0,665,Male,Middle School,"(42.469400913, -93.816490556)",2GEN,1EDU,YTS08,8
2000,IA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,51.1,4.6,42.1,60.0,79,Male,Middle School,"(42.469400913, -93.816490556)",2GEN,1EDU,YTS05,5
2013,KS,Smokeless Tobacco Use (Youth),User Status,Current,1.2,0.3,0.6,1.8,1716,Overall,Middle School,"(38.3477403, -98.200781227)",1GEN,1EDU,YTS10,10
2013,NC,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,63.6,3.0,57.7,69.5,279,Male,High School,"(35.466220975, -79.159250463)",2GEN,2EDU,YTS05,5
1999,NC,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,52.7,3.8,45.3,60.1,294,Male,Middle School,"(35.466220975, -79.159250463)",2GEN,1EDU,YTS02,2
2008,WI,Smokeless Tobacco Use (Youth),User Status,Current,2.5,0.7,1.1,3.9,820,Male,Middle School,"(44.393191174, -89.816370742)",2GEN,1EDU,YTS10,10
2015,NE,Cigarette Use (Youth),Smoking Status,Frequent,4.0,0.8,2.3,5.7,1130,Male,High School,"(41.641040988001, -99.365720623)",2GEN,2EDU,YTS09,9
2009,MO,Cigarette Use (Youth),Smoking Status,Frequent,9.9,1.4,7.2,12.6,1494,Overall,High School,"(38.635790776, -92.566300053)",1GEN,2EDU,YTS09,9
2001,MI,Smokeless Tobacco Use (Youth),User Status,Ever,20.4,1.3,17.8,23.0,3199,Overall,High School,"(44.661319543001, -84.71439027)",1GEN,2EDU,YTS11,11
2006,NE,Smokeless Tobacco Use (Youth),User Status,Current,9.0,0.8,7.5,10.5,2902,Overall,High School,"(41.641040988001, -99.365720623)",1GEN,2EDU,YTS10,10
2002,FL,Cigarette Use (Youth),Smoking Status,Ever,31.5,1.7,28.2,34.7,7363,Male,Middle School,"(28.932040377, -81.928960539)",2GEN,1EDU,YTS08,8
2004,NC,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,48.0,5.3,37.6,58.4,238,Overall,Middle School,"(35.466220975, -79.159250463)",1GEN,1EDU,YTS04,4
2009,WV,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,47.7,4.5,38.9,56.5,151,Male,High School,"(38.665510202, -80.712640135)",2GEN,2EDU,YTS02,2
2012,OH,Cigarette Use (Youth),Smoking Status,Current,4.0,1.3,1.4,6.6,422,Male,Middle School,"(40.060210141, -82.404260056)",2GEN,1EDU,YTS07,7
2009,GA,Smokeless Tobacco Use (Youth),User Status,Current,1.6,0.5,0.7,2.5,995,Female,High School,"(32.839681093, -83.627580346)",3GEN,2EDU,YTS10,10
2011,MO,Cigarette Use (Youth),Smoking Status,Frequent,7.6,1.4,4.9,10.3,692,Female,High School,"(38.635790776, -92.566300053)",3GEN,2EDU,YTS09,9
2003,AZ,Smokeless Tobacco Use (Youth),User Status,Frequent,1.1,0.3,0.6,1.7,769,Male,High School,"(34.86597028, -111.763811277)",2GEN,2EDU,YTS12,12
2008,MN,Smokeless Tobacco Use (Youth),User Status,Current,3.0,0.5,2.0,4.0,1131,Male,Middle School,"(46.355648736, -94.794200503)",2GEN,1EDU,YTS10,10
2004,NC,Smokeless Tobacco Use (Youth),User Status,Frequent,0.6,0.1,0.3,0.8,3045,Overall,Middle School,"(35.466220975, -79.159250463)",1GEN,1EDU,YTS12,12
2015,MS,Smokeless Tobacco Use (Youth),User Status,Ever,8.8,1.2,6.4,11.2,1393,Overall,Middle School,"(32.745510099, -89.538030825)",1GEN,1EDU,YTS11,11
2013,OH,Smokeless Tobacco Use (Youth),User Status,Ever,6.2,1.1,4.0,8.4,939,Overall,Middle School,"(40.060210141, -82.404260056)",1GEN,1EDU,YTS11,11
2009,WV,Smokeless Tobacco Use (Youth),User Status,Ever,8.0,1.1,5.9,10.1,889,Female,Middle School,"(38.665510202, -80.712640135)",3GEN,1EDU,YTS11,11
2000,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,65.2,4.0,57.3,73.0,232,Female,High School,"(44.353130053, -100.373530637)",3GEN,2EDU,YTS06,6
2004,TN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,52.6,3.9,45.0,60.3,363,Female,Middle School,"(35.68094058, -85.774490914)",3GEN,1EDU,YTS03,3
2000,OH,Smokeless Tobacco Use (Youth),User Status,Ever,26.0,1.2,23.6,28.5,1251,Overall,High School,"(40.060210141, -82.404260056)",1GEN,2EDU,YTS11,11
2002,NY,Cigarette Use (Youth),Smoking Status,Ever,57.9,2.3,53.5,62.3,1902,Female,High School,"(42.827001032, -75.543970427)",3GEN,2EDU,YTS08,8
2013,WV,Smokeless Tobacco Use (Youth),User Status,Frequent,3.6,0.7,2.3,4.9,1076,Male,Middle School,"(38.665510202, -80.712640135)",2GEN,1EDU,YTS12,12
2013,MS,Cigarette Use (Youth),Smoking Status,Frequent,4.1,0.8,2.6,5.6,691,Male,High School,"(32.745510099, -89.538030825)",2GEN,2EDU,YTS09,9
2013,NJ,Smokeless Tobacco Use (Youth),User Status,Ever,14.6,1.5,11.6,17.6,889,Male,High School,"(40.130570048, -74.273691288)",2GEN,2EDU,YTS11,11
2005,OK,Smokeless Tobacco Use (Youth),User Status,Frequent,1.2,0.4,0.4,1.9,832,Male,Middle School,"(35.472031356, -97.521070214)",2GEN,1EDU,YTS12,12
2011,ND,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,59.3,4.4,50.6,68.0,147,Female,High School,"(47.475319779, -100.118421049)",3GEN,2EDU,YTS06,6
2010,DE,Cigarette Use (Youth),Smoking Status,Ever,44.2,2.1,40.0,48.4,867,Male,High School,"(39.008830667, -75.577741168)",2GEN,2EDU,YTS08,8
2002,CT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,53.3,2.6,48.2,58.5,500,Overall,High School,"(41.56266102, -72.649840952)",1GEN,2EDU,YTS04,4
2016,WI,Smokeless Tobacco Use (Youth),User Status,Current,0.6,0.2,0.2,1.0,1589,Overall,Middle School,"(44.393191174, -89.816370742)",1GEN,1EDU,YTS10,10
2011,LA,Cigarette Use (Youth),Smoking Status,Current,5.9,1.5,2.9,8.9,694,Female,Middle School,"(31.312660644, -92.445680071)",3GEN,1EDU,YTS07,7
2002,MS,Smokeless Tobacco Use (Youth),User Status,Ever,10.1,0.9,8.4,11.8,1352,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS11,11
2014,OH,Smokeless Tobacco Use (Youth),User Status,Ever,2.9,0.7,1.5,4.2,597,Female,Middle School,"(40.060210141, -82.404260056)",3GEN,1EDU,YTS11,11
2003,RI,Cigarette Use (Youth),Smoking Status,Current,18.2,1.5,15.2,21.2,1060,Female,High School,"(41.708280193, -71.522470314)",3GEN,2EDU,YTS07,7
2004,MS,Smokeless Tobacco Use (Youth),User Status,Current,4.5,0.6,3.3,5.6,1325,Female,High School,"(32.745510099, -89.538030825)",3GEN,2EDU,YTS10,10
2013,HI,Smokeless Tobacco Use (Youth),User Status,Ever,2.6,0.7,1.2,4.0,885,Male,Middle School,"(21.304850435, -157.857749403)",2GEN,1EDU,YTS11,11
2006,NE,Cigarette Use (Youth),Smoking Status,Current,5.4,0.6,4.3,6.5,2176,Overall,Middle School,"(41.641040988001, -99.365720623)",1GEN,1EDU,YTS07,7
1999,MS,Smokeless Tobacco Use (Youth),User Status,Ever,9.6,1.2,7.3,11.9,1004,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS11,11
2010,PA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,51.0,4.5,42.1,59.9,154,Female,High School,"(40.793730152, -77.860700294)",3GEN,2EDU,YTS03,3
2008,LA,Cigarette Use (Youth),Smoking Status,Current,16.9,2.3,12.3,21.5,684,Female,High School,"(31.312660644, -92.445680071)",3GEN,2EDU,YTS07,7
2013,KS,Cigarette Use (Youth),Smoking Status,Current,1.1,0.4,0.4,1.8,920,Male,Middle School,"(38.3477403, -98.200781227)",2GEN,1EDU,YTS07,7
2002,CT,Smokeless Tobacco Use (Youth),User Status,Current,1.3,0.3,0.6,1.9,2543,Overall,Middle School,"(41.56266102, -72.649840952)",1GEN,1EDU,YTS10,10
2011,AZ,Cigarette Use (Youth),Smoking Status,Ever,19.7,1.4,17.0,22.4,1953,Male,Middle School,"(34.86597028, -111.763811277)",2GEN,1EDU,YTS08,8
2013,WV,Cigarette Use (Youth),Smoking Status,Current,16.8,1.7,13.5,20.1,781,Female,High School,"(38.665510202, -80.712640135)",3GEN,2EDU,YTS07,7
2007,SC,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,40.3,5.8,29.0,51.6,159,Overall,High School,"(33.998821303, -81.045371207)",1GEN,2EDU,YTS01,1
2011,CT,Cigarette Use (Youth),Smoking Status,Current,14.0,1.1,11.9,16.1,2077,Overall,High School,"(41.56266102, -72.649840952)",1GEN,2EDU,YTS07,7
2007,SC,Smokeless Tobacco Use (Youth),User Status,Current,8.5,1.3,6.0,11.0,574,Male,Middle School,"(33.998821303, -81.045371207)",2GEN,1EDU,YTS10,10
2004,KY,Cigarette Use (Youth),Smoking Status,Frequent,15.3,1.7,11.9,18.7,2065,Overall,High School,"(37.645970271, -84.774971048)",1GEN,2EDU,YTS09,9
2016,MS,Cigarette Use (Youth),Smoking Status,Frequent,4.1,0.9,2.4,5.9,781,Male,High School,"(32.745510099, -89.538030825)",2GEN,2EDU,YTS09,9
2000,WV,Cigarette Use (Youth),Smoking Status,Current,18.1,1.3,15.5,20.6,1677,Overall,Middle School,"(38.665510202, -80.712640135)",1GEN,1EDU,YTS07,7
2014,MN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Overall,Middle School,"(46.355648736, -94.794200503)",1GEN,1EDU,YTS01,1
2015,ND,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,57.2,5.8,46.0,68.5,111,Male,High School,"(47.475319779, -100.118421049)",2GEN,2EDU,YTS05,5
2013,IL,Smokeless Tobacco Use (Youth),User Status,Frequent,0.1,0.1,0.0,0.2,971,Male,Middle School,"(40.485010283, -88.997710178)",2GEN,1EDU,YTS12,12
2005,NC,Cigarette Use (Youth),Smoking Status,Frequent,8.9,1.4,6.1,11.7,1548,Female,High School,"(35.466220975, -79.159250463)",3GEN,2EDU,YTS09,9
2013,LA,Cigarette Use (Youth),Smoking Status,Ever,28.8,2.0,24.8,32.8,909,Male,Middle School,"(31.312660644, -92.445680071)",2GEN,1EDU,YTS08,8
2011,ND,Cigarette Use (Youth),Smoking Status,Current,4.2,1.1,2.1,6.3,978,Male,Middle School,"(47.475319779, -100.118421049)",2GEN,1EDU,YTS07,7
2001,GA,Smokeless Tobacco Use (Youth),User Status,Current,9.5,1.0,7.6,11.4,2936,Overall,High School,"(32.839681093, -83.627580346)",1GEN,2EDU,YTS10,10
2006,NJ,Cigarette Use (Youth),Smoking Status,Frequent,0.6,0.2,0.3,0.9,4103,Overall,Middle School,"(40.130570048, -74.273691288)",1GEN,1EDU,YTS09,9
2008,DE,Smokeless Tobacco Use (Youth),User Status,Frequent,0.4,0.2,0.0,0.8,2079,Overall,Middle School,"(39.008830667, -75.577741168)",1GEN,1EDU,YTS12,12
2013,GA,Smokeless Tobacco Use (Youth),User Status,Ever,8.8,1.5,5.9,11.7,879,Female,High School,"(32.839681093, -83.627580346)",3GEN,2EDU,YTS11,11
2003,ND,Smokeless Tobacco Use (Youth),User Status,Ever,7.5,1.3,5.0,10.0,841,Female,Middle School,"(47.475319779, -100.118421049)",3GEN,1EDU,YTS11,11
2002,NC,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,52.3,1.5,49.3,55.3,1252,Overall,High School,"(35.466220975, -79.159250463)",1GEN,2EDU,YTS04,4
2010,DE,Cigarette Use (Youth),Smoking Status,Current,14.5,1.5,11.6,17.4,966,Female,High School,"(39.008830667, -75.577741168)",3GEN,2EDU,YTS07,7
2011,GA,Cigarette Use (Youth),Smoking Status,Ever,18.7,1.5,15.8,21.6,1069,Female,Middle School,"(32.839681093, -83.627580346)",3GEN,1EDU,YTS08,8
2007,AR,Smokeless Tobacco Use (Youth),User Status,Current,5.4,0.9,3.7,7.1,1885,Overall,Middle School,"(34.748650124, -92.274490743)",1GEN,1EDU,YTS10,10
2008,LA,Cigarette Use (Youth),Smoking Status,Frequent,3.0,0.7,1.6,4.4,767,Male,Middle School,"(31.312660644, -92.445680071)",2GEN,1EDU,YTS09,9
2012,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,51.9,4.0,44.0,59.8,89,Female,High School,"(32.840571122, -86.631860762)",3GEN,2EDU,YTS03,3
1999,KS,Smokeless Tobacco Use (Youth),User Status,Current,1.5,0.4,0.7,2.3,551,Female,Middle School,"(38.3477403, -98.200781227)",3GEN,1EDU,YTS10,10
2007,VA,Cigarette Use (Youth),Smoking Status,Current,4.6,0.7,3.3,5.9,1587,Overall,Middle School,"(37.542680674, -78.457890463)",1GEN,1EDU,YTS07,7
2002,MS,Smokeless Tobacco Use (Youth),User Status,Ever,25.2,2.1,21.1,29.4,1323,Male,Middle School,"(32.745510099, -89.538030825)",2GEN,1EDU,YTS11,11
2003,MI,Smokeless Tobacco Use (Youth),User Status,Ever,9.1,3.5,2.2,16.1,1878,Female,Middle School,"(44.661319543001, -84.71439027)",3GEN,1EDU,YTS11,11
2003,MI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,42.4,4.5,33.6,51.2,113,Male,Middle School,"(44.661319543001, -84.71439027)",2GEN,1EDU,YTS02,2
2005,AR,Cigarette Use (Youth),Smoking Status,Current,27.8,2.0,23.9,31.7,934,Male,High School,"(34.748650124, -92.274490743)",2GEN,2EDU,YTS07,7
2005,NC,Smokeless Tobacco Use (Youth),User Status,Frequent,1.0,0.7,0.0,2.4,1591,Female,High School,"(35.466220975, -79.159250463)",3GEN,2EDU,YTS12,12
2009,ND,Cigarette Use (Youth),Smoking Status,Frequent,1.6,0.4,0.9,2.3,1980,Overall,Middle School,"(47.475319779, -100.118421049)",1GEN,1EDU,YTS09,9
2004,KY,Cigarette Use (Youth),Smoking Status,Current,26.8,2.4,22.0,31.5,1011,Male,High School,"(37.645970271, -84.774971048)",2GEN,2EDU,YTS07,7
1999,OK,Smokeless Tobacco Use (Youth),User Status,Frequent,10.3,1.2,7.9,12.7,967,Male,High School,"(35.472031356, -97.521070214)",2GEN,2EDU,YTS12,12
2010,PA,Smokeless Tobacco Use (Youth),User Status,Frequent,3.5,0.8,2.0,5.0,2296,Overall,High School,"(40.793730152, -77.860700294)",1GEN,2EDU,YTS12,12
2005,IL,Cigarette Use (Youth),Smoking Status,Ever,28.8,3.0,22.8,34.7,637,Male,Middle School,"(40.485010283, -88.997710178)",2GEN,1EDU,YTS08,8
2005,OK,Cigarette Use (Youth),Smoking Status,Frequent,10.0,1.8,6.5,13.5,1360,Overall,High School,"(35.472031356, -97.521070214)",1GEN,2EDU,YTS09,9
1999,OK,Cigarette Use (Youth),Smoking Status,Current,16.9,1.9,13.1,20.7,1986,Overall,Middle School,"(35.472031356, -97.521070214)",1GEN,1EDU,YTS07,7
2011,SC,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,43.1,5.4,32.6,53.6,202,Overall,High School,"(33.998821303, -81.045371207)",1GEN,2EDU,YTS01,1
2007,AZ,Cigarette Use (Youth),Smoking Status,Current,6.8,1.0,4.8,8.8,2177,Overall,Middle School,"(34.86597028, -111.763811277)",1GEN,1EDU,YTS07,7
2002,OH,Smokeless Tobacco Use (Youth),User Status,Current,1.8,0.4,1.1,2.5,751,Female,Middle School,"(40.060210141, -82.404260056)",3GEN,1EDU,YTS10,10
2014,AL,Cigarette Use (Youth),Smoking Status,Frequent,4.7,0.8,3.1,6.3,618,Female,High School,"(32.840571122, -86.631860762)",3GEN,2EDU,YTS09,9
2016,IN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Male,Middle School,"(39.766910452, -86.149960194)",2GEN,1EDU,YTS05,5
2004,MS,Smokeless Tobacco Use (Youth),User Status,Frequent,7.6,1.4,4.9,10.3,1102,Male,High School,"(32.745510099, -89.538030825)",2GEN,2EDU,YTS12,12
2016,DE,Smokeless Tobacco Use (Youth),User Status,Ever,1.9,0.6,0.8,3.0,812,Female,Middle School,"(39.008830667, -75.577741168)",3GEN,1EDU,YTS11,11
2001,RI,Smokeless Tobacco Use (Youth),User Status,Frequent,0.4,0.3,0.0,0.9,790,Female,High School,"(41.708280193, -71.522470314)",3GEN,2EDU,YTS12,12
2015,MO,Cigarette Use (Youth),Smoking Status,Frequent,0.3,0.2,0.0,0.6,842,Male,Middle School,"(38.635790776, -92.566300053)",2GEN,1EDU,YTS09,9
2006,NE,Cigarette Use (Youth),Smoking Status,Frequent,8.7,0.8,7.2,10.2,1370,Male,High School,"(41.641040988001, -99.365720623)",2GEN,2EDU,YTS09,9
2008,IA,Smokeless Tobacco Use (Youth),User Status,Frequent,3.3,0.7,2.0,4.6,1254,Overall,High School,"(42.469400913, -93.816490556)",1GEN,2EDU,YTS12,12
2004,NH,Cigarette Use (Youth),Smoking Status,Current,18.7,2.3,14.2,23.1,715,Female,High School,"(43.655950113, -71.50036092)",3GEN,2EDU,YTS07,7
2003,RI,Cigarette Use (Youth),Smoking Status,Frequent,1.5,0.3,0.9,2.0,1181,Female,Middle School,"(41.708280193, -71.522470314)",3GEN,1EDU,YTS09,9
2000,VT,Smokeless Tobacco Use (Youth),User Status,Ever,11.1,1.5,8.1,14.2,1478,Overall,Middle School,"(43.625381239, -72.517640791)",1GEN,1EDU,YTS11,11
2009,MO,Smokeless Tobacco Use (Youth),User Status,Current,4.6,1.0,2.6,6.6,748,Female,High School,"(38.635790776, -92.566300053)",3GEN,2EDU,YTS10,10
2007,CT,Cigarette Use (Youth),Smoking Status,Ever,43.9,2.8,38.5,49.3,999,Male,High School,"(41.56266102, -72.649840952)",2GEN,2EDU,YTS08,8
2008,NJ,Cigarette Use (Youth),Smoking Status,Frequent,4.6,0.8,3.1,6.1,1511,Female,High School,"(40.130570048, -74.273691288)",3GEN,2EDU,YTS09,9
2016,AL,Cigarette Use (Youth),Smoking Status,Frequent,0.5,0.2,0.1,1.0,2953,Overall,Middle School,"(32.840571122, -86.631860762)",1GEN,1EDU,YTS09,9
2002,NC,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,58.3,3.8,50.9,65.7,242,Male,Middle School,"(35.466220975, -79.159250463)",2GEN,1EDU,YTS05,5
